,Name,Sex upon Outcome,Adopt,Age_days,Sex,cfa_breed,coat_pattern,pattern,Cat_Kitten_Neonatal
453,1,Spayed Female,1,368,Female,0,calico,1,Adult
454,1,Neutered Male,1,327,Male,0,tabby,1,Kitten
455,0,Spayed Female,0,115,Female,0,tabby,1,Kitten
456,1,Intact Female,0,35,Female,0,tabby,1,Neonatal
457,0,Neutered Male,1,75,Male,0,tabby,1,Kitten
458,1,Spayed Female,1,782,Female,0,calico,1,Adult
459,1,Spayed Female,1,751,Female,0,tabby,1,Adult
460,0,Spayed Female,1,240,Female,0,tabby,1,Kitten
461,1,Spayed Female,1,194,Female,0,no pattern,0,Kitten
462,0,Neutered Male,1,113,Male,0,tabby,1,Kitten
463,1,Spayed Female,1,86,Female,0,torbie,1,Kitten
464,1,Neutered Male,1,1251,Male,0,tabby,1,Adult
465,1,Spayed Female,0,77,Female,0,tabby,1,Kitten
466,1,Intact Female,1,69,Female,0,tabby,1,Kitten
467,1,Intact Female,1,66,Female,1,tabby,1,Kitten
468,1,Neutered Male,1,166,Male,0,tabby,1,Kitten
469,0,Intact Female,0,15,Female,0,no pattern,0,Neonatal
470,1,Neutered Male,1,85,Male,0,tabby,1,Kitten
471,0,Intact Female,0,22,Female,0,tortie,1,Neonatal
472,1,Intact Male,1,62,Male,0,no pattern,0,Kitten
473,0,Intact Male,0,63,Male,0,tabby,1,Kitten
474,1,Neutered Male,1,66,Male,0,tabby,1,Kitten
475,0,Neutered Male,1,122,Male,0,no pattern,0,Kitten
476,0,Intact Male,0,47,Male,0,point,1,Kitten
477,0,Intact Female,0,732,Female,0,no pattern,0,Adult
478,1,Spayed Female,1,1464,Female,0,no pattern,0,Adult
479,1,Neutered Male,1,67,Male,0,tabby,1,Kitten
480,0,Intact Female,0,38,Female,0,no pattern,0,Neonatal
481,1,Spayed Female,1,338,Female,0,tabby,1,Kitten
482,0,Intact Male,0,74,Male,0,tabby,1,Kitten
483,1,Intact Male,1,59,Male,0,no pattern,0,Kitten
484,1,Neutered Male,1,960,Male,0,no pattern,0,Adult
485,1,Spayed Female,0,314,Female,0,tortie,1,Kitten
486,1,Neutered Male,1,102,Male,0,tabby,1,Kitten
487,1,Neutered Male,1,234,Male,0,tabby,1,Kitten
488,1,Neutered Male,0,746,Male,0,tabby,1,Adult
489,0,Neutered Male,1,366,Male,0,tabby,1,Adult
490,1,Spayed Female,1,100,Female,0,no pattern,0,Kitten
491,0,Intact Female,0,213,Female,0,tabby,1,Kitten
492,1,Neutered Male,1,127,Male,0,tabby,1,Kitten
493,0,Intact Male,0,1,Male,0,no pattern,0,Neonatal
494,0,Neutered Male,0,110,Male,0,tabby,1,Kitten
495,1,Neutered Male,1,68,Male,0,tabby,1,Kitten
496,1,Neutered Male,1,246,Male,0,tabby,1,Kitten
497,1,Neutered Male,1,166,Male,0,tabby,1,Kitten
498,1,Spayed Female,0,754,Female,0,no pattern,0,Adult
499,0,Intact Male,0,367,Male,0,no pattern,0,Adult
500,0,Intact Female,0,154,Female,0,tabby,1,Kitten
501,1,Intact Male,0,276,Male,0,tabby,1,Kitten
502,1,Neutered Male,1,2714,Male,0,no pattern,0,Adult
503,0,Spayed Female,1,99,Female,1,tortie,1,Kitten
504,0,Intact Female,0,30,Female,0,calico,1,Neonatal
505,0,Spayed Female,1,128,Female,0,no pattern,0,Kitten
506,0,Neutered Male,1,61,Male,0,tabby,1,Kitten
507,0,Neutered Male,1,65,Male,0,tabby,1,Kitten
508,1,Spayed Female,1,760,Female,1,tortie,1,Adult
509,0,Intact Female,0,31,Female,0,calico,1,Neonatal
510,1,Neutered Male,1,1136,Male,0,tabby,1,Adult
511,0,Intact Male,0,38,Male,0,tabby,1,Neonatal
512,0,Intact Male,0,369,Male,0,tabby,1,Adult
513,1,Neutered Male,1,95,Male,0,no pattern,0,Kitten
514,0,Intact Female,0,47,Female,0,tabby,1,Kitten
515,0,Intact Female,0,23,Female,0,tortie,1,Neonatal
516,1,Neutered Male,1,71,Male,0,no pattern,0,Kitten
517,1,Spayed Female,1,68,Female,0,torbie,1,Kitten
518,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
519,0,Spayed Female,1,66,Female,0,tabby,1,Kitten
520,1,Spayed Female,0,102,Female,0,tabby,1,Kitten
521,1,Spayed Female,1,1103,Female,0,tabby,1,Adult
522,1,Spayed Female,0,193,Female,0,tabby,1,Kitten
523,1,Neutered Male,1,3035,Male,0,tabby,1,Adult
524,0,Intact Female,0,10,Female,0,tabby,1,Neonatal
525,1,Spayed Female,1,449,Female,1,point,1,Adult
526,1,Spayed Female,1,74,Female,0,torbie,1,Kitten
527,0,Intact Female,0,15,Female,0,calico,1,Neonatal
528,1,Spayed Female,1,101,Female,0,tabby,1,Kitten
529,0,Neutered Male,0,61,Male,0,no pattern,0,Kitten
530,1,Neutered Male,1,405,Male,0,no pattern,0,Adult
531,0,Intact Female,0,15,Female,0,tortie,1,Neonatal
532,1,Intact Female,0,169,Female,0,no pattern,0,Kitten
533,1,Spayed Female,1,83,Female,0,no pattern,0,Kitten
534,1,Spayed Female,1,107,Female,0,tabby,1,Kitten
535,0,Spayed Female,1,62,Female,0,tortie,1,Kitten
536,0,Neutered Male,1,102,Male,0,no pattern,0,Kitten
537,0,Intact Male,0,367,Male,0,tabby,1,Adult
538,1,Neutered Male,1,749,Male,0,no pattern,0,Adult
539,1,Intact Male,0,1,Male,0,no pattern,0,Neonatal
540,1,Spayed Female,1,168,Female,0,tabby,1,Kitten
541,1,Intact Female,0,59,Female,0,point,1,Kitten
542,1,Spayed Female,1,814,Female,1,no pattern,0,Adult
543,1,Spayed Female,1,356,Female,0,no pattern,0,Kitten
544,0,Spayed Female,0,735,Female,0,tabby,1,Adult
545,1,Intact Male,0,78,Male,0,no pattern,0,Kitten
546,1,Neutered Male,1,57,Male,0,tabby,1,Kitten
547,1,Neutered Male,1,733,Male,0,no pattern,0,Adult
548,1,Spayed Female,1,70,Female,0,tabby,1,Kitten
549,1,Intact Male,0,41,Male,0,no pattern,0,Neonatal
550,0,Intact Female,0,92,Female,0,calico,1,Kitten
551,0,Intact Male,0,27,Male,0,tabby,1,Neonatal
552,1,Spayed Female,1,70,Female,0,tabby,1,Kitten
553,1,Neutered Male,1,489,Male,0,tabby,1,Adult
554,1,Neutered Male,1,95,Male,0,tabby,1,Kitten
555,0,Neutered Male,1,63,Male,0,no pattern,0,Kitten
556,1,Spayed Female,1,2558,Female,0,calico,1,Adult
557,1,Intact Male,0,37,Male,0,tabby,1,Neonatal
558,0,Spayed Female,1,2206,Female,0,no pattern,0,Adult
559,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
560,0,Neutered Male,1,111,Male,0,tabby,1,Kitten
561,0,Intact Female,0,35,Female,0,no pattern,0,Neonatal
562,0,Intact Male,0,15,Male,0,no pattern,0,Neonatal
563,1,Intact Male,0,39,Male,0,no pattern,0,Neonatal
564,0,Intact Male,0,8,Male,0,tabby,1,Neonatal
565,0,Neutered Male,0,1385,Male,0,tabby,1,Adult
566,1,Spayed Female,1,74,Female,0,no pattern,0,Kitten
567,1,Neutered Male,1,318,Male,0,tabby,1,Kitten
568,1,Neutered Male,1,377,Male,0,tabby,1,Adult
569,1,Spayed Female,1,946,Female,0,tabby,1,Adult
570,0,Spayed Female,1,94,Female,0,tabby,1,Kitten
571,1,Neutered Male,1,65,Male,0,tabby,1,Kitten
572,1,Intact Male,1,73,Male,0,tabby,1,Kitten
573,0,Intact Female,0,49,Female,0,torbie,1,Kitten
574,0,Neutered Male,1,76,Male,0,no pattern,0,Kitten
575,1,Spayed Female,1,240,Female,0,tabby,1,Kitten
576,0,Neutered Male,1,131,Male,0,point,1,Kitten
577,1,Intact Female,0,45,Female,0,tabby,1,Kitten
578,1,Spayed Female,1,756,Female,0,torbie,1,Adult
579,1,Neutered Male,1,3301,Male,0,tabby,1,Adult
580,1,Spayed Female,1,78,Female,0,tabby,1,Kitten
581,1,Neutered Male,1,3657,Male,1,tabby,1,Adult
582,1,Neutered Male,1,98,Male,0,no pattern,0,Kitten
583,0,Intact Male,0,16,Male,0,no pattern,0,Neonatal
584,1,Spayed Female,1,399,Female,0,calico,1,Adult
585,1,Intact Male,0,35,Male,1,tabby,1,Neonatal
586,1,Intact Female,0,194,Female,0,no pattern,0,Kitten
587,1,Neutered Male,1,1865,Male,0,tabby,1,Adult
588,1,Neutered Male,1,367,Male,0,no pattern,0,Adult
589,1,Neutered Male,1,190,Male,0,no pattern,0,Kitten
590,1,Intact Female,1,63,Female,0,tabby,1,Kitten
591,1,Spayed Female,1,4767,Female,0,tabby,1,Adult
592,1,Spayed Female,1,100,Female,0,no pattern,0,Kitten
593,1,Intact Male,0,736,Male,1,no pattern,0,Adult
594,1,Neutered Male,0,73,Male,0,tabby,1,Kitten
595,1,Neutered Male,1,123,Male,0,no pattern,0,Kitten
596,1,Neutered Male,1,1106,Male,0,tabby,1,Adult
597,0,Intact Male,0,366,Male,1,point,1,Adult
598,1,Intact Female,1,-10,Female,0,no pattern,0,Neonatal
599,1,Spayed Female,0,380,Female,0,tortie,1,Adult
600,0,Intact Female,0,7,Female,0,no pattern,0,Neonatal
601,1,Spayed Female,1,256,Female,0,no pattern,0,Kitten
602,0,Intact Female,0,367,Female,1,no pattern,0,Adult
603,1,Intact Female,0,43,Female,0,tabby,1,Kitten
604,1,Spayed Female,1,368,Female,0,tabby,1,Adult
605,1,Intact Male,0,58,Male,0,no pattern,0,Kitten
606,1,Spayed Female,1,69,Female,0,tabby,1,Kitten
607,1,Neutered Male,1,81,Male,0,tabby,1,Kitten
608,1,Intact Female,1,50,Female,0,tortie,1,Kitten
609,1,Intact Female,1,68,Female,0,no pattern,0,Kitten
610,1,Spayed Female,1,70,Female,0,tortie,1,Kitten
611,0,Intact Female,0,731,Female,0,tortie,1,Adult
612,1,Neutered Male,1,111,Male,0,tabby,1,Kitten
613,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
614,1,Neutered Male,1,69,Male,0,tabby,1,Kitten
615,1,Spayed Female,1,157,Female,0,no pattern,0,Kitten
616,1,Spayed Female,1,98,Female,0,no pattern,0,Kitten
617,1,Neutered Male,1,84,Male,0,tabby,1,Kitten
618,0,Intact Male,0,15,Male,0,no pattern,0,Neonatal
619,0,Spayed Female,0,736,Female,0,tabby,1,Adult
620,0,Intact Female,0,32,Female,0,no pattern,0,Neonatal
621,1,Intact Female,1,98,Female,0,no pattern,0,Kitten
622,1,Spayed Female,1,59,Female,0,calico,1,Kitten
623,0,Spayed Female,1,258,Female,0,torbie,1,Kitten
624,0,Intact Male,0,123,Male,0,tabby,1,Kitten
625,1,Spayed Female,1,3667,Female,0,tabby,1,Adult
626,1,Spayed Female,1,1106,Female,0,tabby,1,Adult
627,1,Neutered Male,1,98,Male,0,no pattern,0,Kitten
628,0,Neutered Male,1,69,Male,0,tabby,1,Kitten
629,1,Spayed Female,0,5039,Female,0,tabby,1,Adult
630,0,Intact Female,0,3289,Female,0,no pattern,0,Adult
631,1,Spayed Female,1,88,Female,0,tortie,1,Kitten
632,1,Neutered Male,1,124,Male,0,tabby,1,Kitten
633,0,Intact Male,0,22,Male,0,tabby,1,Neonatal
634,1,Neutered Male,1,113,Male,0,tabby,1,Kitten
635,1,Intact Female,1,366,Female,0,calico,1,Adult
636,0,Intact Female,0,735,Female,0,tabby,1,Adult
637,0,Intact Male,0,63,Male,0,tabby,1,Kitten
638,1,Neutered Male,1,132,Male,0,tabby,1,Kitten
639,0,Neutered Male,0,555,Male,0,tabby,1,Adult
640,1,Neutered Male,1,370,Male,1,point,1,Adult
641,0,Intact Male,0,371,Male,0,tabby,1,Adult
642,1,Spayed Female,1,238,Female,0,no pattern,0,Kitten
643,1,Intact Male,1,376,Male,0,no pattern,0,Adult
644,0,Intact Female,0,3,Female,0,tabby,1,Neonatal
645,1,Intact Male,0,33,Male,0,no pattern,0,Neonatal
646,1,Spayed Female,0,759,Female,0,no pattern,0,Adult
647,0,Intact Male,0,735,Male,0,no pattern,0,Adult
648,1,Neutered Male,1,73,Male,0,no pattern,0,Kitten
649,1,Spayed Female,1,246,Female,0,no pattern,0,Kitten
650,1,Spayed Female,1,68,Female,0,torbie,1,Kitten
651,0,Neutered Male,1,369,Male,0,no pattern,0,Adult
652,1,Spayed Female,0,2933,Female,0,no pattern,0,Adult
653,1,Neutered Male,1,1110,Male,0,no pattern,0,Adult
654,0,Spayed Female,1,69,Female,1,point,1,Kitten
655,1,Intact Female,1,55,Female,0,no pattern,0,Kitten
656,1,Intact Female,1,5507,Female,0,tabby,1,Adult
657,1,Neutered Male,1,87,Male,0,tabby,1,Kitten
658,0,Intact Male,0,27,Male,0,tabby,1,Neonatal
659,0,Intact Male,0,45,Male,0,tabby,1,Kitten
660,1,Spayed Female,1,82,Female,0,tabby,1,Kitten
661,0,Spayed Female,1,92,Female,1,tabby,1,Kitten
662,1,Spayed Female,1,85,Female,0,tabby,1,Kitten
663,1,Spayed Female,1,96,Female,0,tabby,1,Kitten
664,1,Spayed Female,1,84,Female,0,no pattern,0,Kitten
665,0,Spayed Female,1,380,Female,0,tabby,1,Adult
666,1,Neutered Male,1,70,Male,0,tabby,1,Kitten
667,1,Intact Female,0,274,Female,0,tabby,1,Kitten
668,1,Spayed Female,1,1883,Female,1,point,1,Adult
669,1,Spayed Female,1,106,Female,0,no pattern,0,Kitten
670,1,Spayed Female,1,98,Female,0,no pattern,0,Kitten
671,0,Neutered Male,0,731,Male,0,no pattern,0,Adult
672,0,Intact Female,0,18,Female,0,no pattern,0,Neonatal
673,1,Spayed Female,1,608,Female,0,tabby,1,Adult
674,1,Spayed Female,1,69,Female,0,tortie,1,Kitten
675,1,Neutered Male,1,1837,Male,0,tabby,1,Adult
676,0,Spayed Female,0,2558,Female,0,tabby,1,Adult
677,1,Intact Female,0,46,Female,0,tortie,1,Kitten
678,1,Spayed Female,1,2571,Female,0,point,1,Adult
679,1,Intact Female,0,56,Female,1,tabby,1,Kitten
680,1,Neutered Male,1,3670,Male,0,no pattern,0,Adult
681,1,Spayed Female,0,1389,Female,0,torbie,1,Adult
682,1,Neutered Male,0,62,Male,0,tabby,1,Kitten
683,0,Intact Male,1,41,Male,0,no pattern,0,Neonatal
684,1,Spayed Female,0,2922,Female,0,point,1,Adult
685,1,Spayed Female,1,1473,Female,0,no pattern,0,Adult
686,0,Neutered Male,0,1831,Male,0,tabby,1,Adult
687,1,Spayed Female,1,371,Female,0,torbie,1,Adult
688,1,Neutered Male,1,79,Male,0,no pattern,0,Kitten
689,1,Intact Male,0,47,Male,0,tabby,1,Kitten
690,1,Intact Female,0,123,Female,0,no pattern,0,Kitten
691,0,Intact Male,0,66,Male,0,tabby,1,Kitten
692,1,Intact Male,0,10,Male,0,tabby,1,Neonatal
693,0,Neutered Male,0,131,Male,0,tabby,1,Kitten
694,1,Spayed Female,0,88,Female,0,no pattern,0,Kitten
695,0,Intact Male,0,117,Male,0,tabby,1,Kitten
696,1,Neutered Male,1,73,Male,0,tabby,1,Kitten
697,1,Spayed Female,1,100,Female,0,tabby,1,Kitten
698,0,Spayed Female,1,65,Female,0,no pattern,0,Kitten
699,0,Neutered Male,1,77,Male,0,tabby,1,Kitten
700,0,Intact Female,0,369,Female,0,tabby,1,Adult
701,0,Spayed Female,0,1097,Female,0,tabby,1,Adult
702,1,Neutered Male,1,57,Male,0,no pattern,0,Kitten
703,1,Neutered Male,1,4794,Male,1,tabby,1,Adult
704,1,Neutered Male,1,65,Male,0,no pattern,0,Kitten
705,0,Neutered Male,1,64,Male,0,tabby,1,Kitten
706,0,Spayed Female,0,732,Female,0,tabby,1,Adult
707,1,Neutered Male,0,2200,Male,0,tabby,1,Adult
708,1,Intact Male,0,921,Male,0,tabby,1,Adult
709,1,Intact Female,0,249,Female,0,tabby,1,Kitten
710,1,Neutered Male,1,366,Male,0,tabby,1,Adult
711,1,Neutered Male,1,3686,Male,0,tabby,1,Adult
712,1,Neutered Male,1,137,Male,0,no pattern,0,Kitten
713,0,Intact Female,0,22,Female,0,calico,1,Neonatal
714,0,Intact Male,0,366,Male,0,tabby,1,Adult
715,0,Spayed Female,1,100,Female,0,no pattern,0,Kitten
716,0,Neutered Male,0,1100,Male,0,tabby,1,Adult
717,1,Neutered Male,1,82,Male,0,tabby,1,Kitten
718,1,Neutered Male,1,68,Male,1,point,1,Kitten
719,1,Neutered Male,1,70,Male,0,tabby,1,Kitten
720,0,Neutered Male,1,736,Male,0,no pattern,0,Adult
721,1,Spayed Female,1,184,Female,0,no pattern,0,Kitten
722,0,Intact Male,0,4384,Male,0,no pattern,0,Adult
723,0,Neutered Male,1,84,Male,0,tabby,1,Kitten
724,1,Neutered Male,1,88,Male,0,tabby,1,Kitten
725,1,Intact Female,1,306,Female,0,tabby,1,Kitten
726,0,Intact Female,0,24,Female,0,no pattern,0,Neonatal
727,0,Intact Male,0,5,Male,0,tabby,1,Neonatal
728,1,Spayed Female,1,129,Female,0,tabby,1,Kitten
729,1,Spayed Female,1,2011,Female,1,point,1,Adult
730,1,Spayed Female,1,755,Female,0,no pattern,0,Adult
731,1,Spayed Female,1,102,Female,0,no pattern,0,Kitten
732,0,Intact Female,0,732,Female,0,tabby,1,Adult
733,0,Spayed Female,1,64,Female,0,no pattern,0,Kitten
734,0,Intact Male,0,7,Male,0,no pattern,0,Neonatal
735,0,Spayed Female,1,66,Female,0,calico,1,Kitten
736,0,Intact Female,0,32,Female,0,tortie,1,Neonatal
737,1,Neutered Male,1,2775,Male,0,tabby,1,Adult
738,1,Neutered Male,1,87,Male,0,no pattern,0,Kitten
739,1,Neutered Male,1,378,Male,0,tabby,1,Adult
740,1,Spayed Female,1,114,Female,0,no pattern,0,Kitten
741,1,Spayed Female,1,663,Female,0,calico,1,Adult
742,0,Intact Female,0,28,Female,0,tabby,1,Neonatal
743,1,Spayed Female,1,397,Female,0,no pattern,0,Adult
744,1,Neutered Male,0,826,Male,0,tabby,1,Adult
745,1,Neutered Male,1,137,Male,0,no pattern,0,Kitten
746,1,Spayed Female,1,336,Female,0,torbie,1,Kitten
747,1,Spayed Female,1,374,Female,0,no pattern,0,Adult
748,0,Intact Male,0,1,Male,0,no pattern,0,Neonatal
749,1,Neutered Male,0,2922,Male,0,tabby,1,Adult
750,1,Spayed Female,1,119,Female,0,tabby,1,Kitten
751,0,Intact Female,0,37,Female,0,tortie,1,Neonatal
752,0,Intact Female,0,366,Female,0,tabby,1,Adult
753,1,Intact Female,0,33,Female,0,no pattern,0,Neonatal
754,1,Neutered Male,1,77,Male,0,tabby,1,Kitten
755,1,Neutered Male,1,133,Male,0,tabby,1,Kitten
756,1,Spayed Female,1,601,Female,0,no pattern,0,Adult
757,1,Neutered Male,1,148,Male,0,tabby,1,Kitten
758,0,Intact Female,0,366,Female,0,torbie,1,Adult
759,1,Spayed Female,1,77,Female,0,tabby,1,Kitten
760,1,Neutered Male,1,72,Male,0,no pattern,0,Kitten
761,1,Spayed Female,1,1102,Female,0,no pattern,0,Adult
762,1,Intact Female,0,33,Female,0,no pattern,0,Neonatal
763,1,Neutered Male,1,5170,Male,0,tabby,1,Adult
764,1,Spayed Female,1,70,Female,0,no pattern,0,Kitten
765,0,Intact Male,0,117,Male,0,point,1,Kitten
766,1,Spayed Female,1,737,Female,0,no pattern,0,Adult
767,1,Neutered Male,1,158,Male,0,tabby,1,Kitten
768,0,Intact Female,0,2922,Female,0,tortie,1,Adult
769,0,Neutered Male,0,75,Male,0,tabby,1,Kitten
770,1,Neutered Male,1,5667,Male,0,tabby,1,Adult
771,1,Intact Female,1,87,Female,1,tabby,1,Kitten
772,1,Neutered Male,1,94,Male,0,no pattern,0,Kitten
773,0,Intact Male,0,93,Male,0,no pattern,0,Kitten
774,1,Neutered Male,1,3660,Male,0,no pattern,0,Adult
775,1,Spayed Female,1,1059,Female,0,calico,1,Adult
776,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
777,1,Spayed Female,0,99,Female,0,torbie,1,Kitten
778,1,Spayed Female,1,446,Female,0,tabby,1,Adult
779,1,Spayed Female,1,127,Female,0,tabby,1,Kitten
780,0,Neutered Male,0,748,Male,0,no pattern,0,Adult
781,0,Intact Female,0,368,Female,0,tabby,1,Adult
782,0,Neutered Male,1,63,Male,0,tabby,1,Kitten
783,1,Spayed Female,1,82,Female,1,point,1,Kitten
784,0,Spayed Female,0,736,Female,0,tortie,1,Adult
785,0,Neutered Male,0,1827,Male,0,no pattern,0,Adult
786,1,Spayed Female,1,63,Female,0,torbie,1,Kitten
787,0,Spayed Female,1,81,Female,0,calico,1,Kitten
788,1,Intact Female,1,74,Female,0,calico,1,Kitten
789,0,Neutered Male,1,92,Male,0,no pattern,0,Kitten
790,0,Intact Male,0,23,Male,0,no pattern,0,Neonatal
791,1,Intact Male,0,65,Male,0,no pattern,0,Kitten
792,0,Intact Male,0,732,Male,0,no pattern,0,Adult
793,1,Neutered Male,1,79,Male,0,tabby,1,Kitten
794,1,Intact Female,0,66,Female,0,tabby,1,Kitten
795,1,Spayed Female,1,377,Female,0,no pattern,0,Adult
796,1,Spayed Female,1,97,Female,0,torbie,1,Kitten
797,1,Spayed Female,0,1192,Female,0,calico,1,Adult
798,0,Intact Female,0,366,Female,0,no pattern,0,Adult
799,1,Spayed Female,1,99,Female,0,no pattern,0,Kitten
800,1,Neutered Male,1,156,Male,0,no pattern,0,Kitten
801,1,Spayed Female,0,1839,Female,1,point,1,Adult
802,1,Spayed Female,1,125,Female,0,tabby,1,Kitten
803,1,Spayed Female,0,146,Female,0,tabby,1,Kitten
804,1,Neutered Male,0,2254,Male,0,no pattern,0,Adult
805,1,Neutered Male,1,392,Male,0,no pattern,0,Adult
806,1,Spayed Female,1,461,Female,0,no pattern,0,Adult
807,1,Intact Female,0,733,Female,0,no pattern,0,Adult
808,1,Neutered Male,1,1562,Male,0,no pattern,0,Adult
809,1,Neutered Male,1,141,Male,0,tabby,1,Kitten
810,0,Spayed Female,1,75,Female,0,tabby,1,Kitten
811,1,Spayed Female,1,129,Female,0,smoke,1,Kitten
812,1,Spayed Female,1,64,Female,0,no pattern,0,Kitten
813,0,Intact Female,0,15,Female,0,calico,1,Neonatal
814,0,Intact Female,0,31,Female,0,no pattern,0,Neonatal
815,1,Neutered Male,1,1164,Male,0,no pattern,0,Adult
816,1,Spayed Female,0,1118,Female,0,no pattern,0,Adult
817,0,Neutered Male,1,58,Male,0,no pattern,0,Kitten
818,1,Spayed Female,1,68,Female,0,tortie,1,Kitten
819,1,Spayed Female,1,104,Female,0,point,1,Kitten
820,1,Neutered Male,1,77,Male,0,tabby,1,Kitten
821,0,Intact Female,0,56,Female,0,tabby,1,Kitten
822,1,Spayed Female,1,85,Female,0,torbie,1,Kitten
823,1,Spayed Female,1,730,Female,0,no pattern,0,Adult
824,0,Intact Female,0,366,Female,0,calico,1,Adult
825,0,Intact Female,1,734,Female,0,no pattern,0,Adult
826,1,Neutered Male,1,73,Male,0,no pattern,0,Kitten
827,1,Spayed Female,1,140,Female,0,torbie,1,Kitten
828,1,Spayed Female,1,67,Female,0,tabby,1,Kitten
829,1,Neutered Male,1,156,Male,0,tabby,1,Kitten
830,1,Spayed Female,1,61,Female,0,no pattern,0,Kitten
831,0,Spayed Female,1,733,Female,0,tabby,1,Adult
832,1,Neutered Male,1,736,Male,0,no pattern,0,Adult
833,0,Intact Male,0,2,Male,0,no pattern,0,Neonatal
834,1,Intact Female,1,86,Female,0,no pattern,0,Kitten
835,0,Intact Female,0,368,Female,0,no pattern,0,Adult
836,1,Spayed Female,1,143,Female,0,torbie,1,Kitten
837,1,Neutered Male,1,733,Male,0,tabby,1,Adult
838,1,Intact Female,0,74,Female,0,no pattern,0,Kitten
839,1,Intact Female,0,437,Female,0,tabby,1,Adult
840,1,Intact Male,0,50,Male,0,no pattern,0,Kitten
841,1,Neutered Male,1,136,Male,0,tabby,1,Kitten
842,1,Neutered Male,1,121,Male,0,tabby,1,Kitten
843,0,Intact Female,0,220,Female,0,no pattern,0,Kitten
844,1,Neutered Male,1,59,Male,0,no pattern,0,Kitten
845,1,Spayed Female,1,619,Female,0,tabby,1,Adult
846,0,Spayed Female,1,61,Female,0,no pattern,0,Kitten
847,1,Neutered Male,1,167,Male,0,tabby,1,Kitten
848,1,Neutered Male,1,380,Male,0,tabby,1,Adult
849,0,Intact Female,0,1102,Female,0,calico,1,Adult
850,1,Neutered Male,1,84,Male,0,tabby,1,Kitten
851,1,Spayed Female,1,2196,Female,0,tabby,1,Adult
852,1,Spayed Female,1,187,Female,0,no pattern,0,Kitten
853,1,Intact Male,0,28,Male,0,tabby,1,Neonatal
854,1,Spayed Female,1,1114,Female,0,tabby,1,Adult
855,1,Spayed Female,1,81,Female,0,tortie,1,Kitten
856,1,Neutered Male,0,1099,Male,1,no pattern,0,Adult
857,1,Neutered Male,1,2898,Male,0,tabby,1,Adult
858,0,Intact Male,0,735,Male,0,tabby,1,Adult
859,1,Intact Male,0,7,Male,0,tabby,1,Neonatal
860,0,Intact Female,0,39,Female,0,no pattern,0,Neonatal
861,0,Neutered Male,1,59,Male,0,tabby,1,Kitten
862,0,Intact Male,0,2205,Male,0,tabby,1,Adult
863,0,Intact Male,0,366,Male,0,no pattern,0,Adult
864,1,Neutered Male,0,78,Male,0,point,1,Kitten
865,0,Intact Male,0,734,Male,0,no pattern,0,Adult
866,1,Intact Female,0,22,Female,1,no pattern,0,Neonatal
867,0,Neutered Male,1,83,Male,0,no pattern,0,Kitten
868,1,Spayed Female,0,82,Female,0,tortie,1,Kitten
869,1,Neutered Male,1,70,Male,0,tabby,1,Kitten
870,0,Intact Female,0,157,Female,0,tabby,1,Kitten
871,1,Neutered Male,0,736,Male,0,no pattern,0,Adult
872,0,Neutered Male,1,74,Male,0,tabby,1,Kitten
873,1,Spayed Female,1,755,Female,0,no pattern,0,Adult
874,0,Spayed Female,1,371,Female,0,calico,1,Adult
875,0,Intact Female,0,65,Female,0,no pattern,0,Kitten
876,1,Spayed Female,1,1278,Female,0,no pattern,0,Adult
877,1,Neutered Male,1,333,Male,0,no pattern,0,Kitten
878,0,Intact Male,0,14,Male,0,no pattern,0,Neonatal
879,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
880,0,Intact Male,0,22,Male,0,tabby,1,Neonatal
881,0,Intact Male,0,277,Male,0,tabby,1,Kitten
882,1,Spayed Female,1,2600,Female,0,no pattern,0,Adult
883,0,Intact Female,0,5,Female,0,torbie,1,Neonatal
884,0,Intact Female,0,38,Female,0,tabby,1,Neonatal
885,0,Intact Male,0,99,Male,0,tabby,1,Kitten
886,0,Intact Male,0,3,Male,1,tabby,1,Neonatal
887,1,Neutered Male,1,58,Male,0,tabby,1,Kitten
888,1,Neutered Male,0,2567,Male,0,tabby,1,Adult
889,1,Spayed Female,1,70,Female,0,tabby,1,Kitten
890,0,Neutered Male,0,3290,Male,0,tabby,1,Adult
891,1,Neutered Male,1,118,Male,0,no pattern,0,Kitten
892,0,Intact Female,0,22,Female,0,no pattern,0,Neonatal
893,1,Neutered Male,0,89,Male,0,tabby,1,Kitten
894,1,Spayed Female,1,2572,Female,0,tabby,1,Adult
895,1,Neutered Male,1,98,Male,0,tabby,1,Kitten
896,1,Intact Male,0,69,Male,0,no pattern,0,Kitten
897,1,Intact Male,0,60,Male,0,no pattern,0,Kitten
898,0,Intact Male,0,93,Male,0,tabby,1,Kitten
